ori_ingredient_id,ori_ingredient_name,unit_name,weight_grams,ins_time,upd_time,u2g_status
158,辣椒,根,7.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
77,青蔥,根,12.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
299,蛋豆腐,盒,290.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
300,豬梅花肉,公,0.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
301,檸檬汁,cc,1.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
68,高麗菜,個,1200.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
249,胡蘿蔔,個,100.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
66,馬鈴薯,個,180.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
302,白花椰菜,顆,700.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
303,小紅蕃茄,顆,12.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
145,薑片,片,3.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
72,蕃茄醬,匙,5.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
69,月桂葉,片,0.2,2025-11-26 16:42:37,2025-11-26 16:42:37,done
304,昆布,公分,0.8,2025-11-26 16:42:37,2025-11-26 16:42:37,done
305,百頁豆腐,塊,350.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
306,沙拉筍,支,250.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
72,蕃茄醬,大匙,16.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
307,金針菇,包,150.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
308,絲瓜,條,300.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
309,辣椒絲,條,1.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
178,小黃瓜,條,70.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
310,板豆腐,塊,350.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
311,香菇,朵,20.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
157,去骨雞腿肉,隻,180.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
312,小黃椒,條,10.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
55,蔥,支,15.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
254,雞胸肉,片,120.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
1,洋蔥,顆,180.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
174,三角油豆腐,片,25.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
313,鴻喜菇,包,150.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
128,乾香菇,朵,8.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
67,玉米筍,根,200.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
314,香菜,根,1.5,2025-11-26 16:42:37,2025-11-26 16:42:37,done
24,檸檬,顆,120.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
315,素鴨肉,塊,150.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
316,素高湯,杯,240.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
317,蓮子,粒,1.5,2025-11-26 16:42:37,2025-11-26 16:42:37,done
318,當歸,片,4.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
165,紅棗,12粒,96.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
319,桂圓肉,個,0.7,2025-11-26 16:42:37,2025-11-26 16:42:37,done
320,山藥,片,5.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
321,白果,顆,2.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
322,蔘鬚,條,100.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
323,蕃茄顆,顆,120.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
324,洋蔥顆,顆,200.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
68,高麗菜,顆,150.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
174,三角油豆腐,块,15.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
325,洋葱,个,175.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
326,红甜椒,个,175.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
327,黄甜椒,个,175.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
328,四季豆,支,7.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
158,辣椒,支,5.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
146,八角,粒,2.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
329,年糕纸,张,1.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
59,水,850kpa,0.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
330,中華豆腐,盒,350.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
160,白醋,cc,1.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
331,苦瓜,個,250.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
332,豆包,片,8.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
333,香菇絲,朵,15.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
121,麻油,1/2小匙,2.3,2025-11-26 16:42:37,2025-11-26 16:42:37,done
131,紅蔥頭,顆,200.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
334,乾魷魚,隻,1.5,2025-11-26 16:42:37,2025-11-26 16:42:37,done
19,芋頭,顆,300.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
335,烤麩,個,15.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
336,竹筍,支,200.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
337,大里肌,一塊,150.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
67,玉米筍,支,7.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
146,八角,錢,3.75,2025-11-26 16:42:37,2025-11-26 16:42:37,done
338,小茴香,錢,3.75,2025-11-26 16:42:37,2025-11-26 16:42:37,done
339,陳皮,錢,3.75,2025-11-26 16:42:37,2025-11-26 16:42:37,done
340,花椒,錢,3.75,2025-11-26 16:42:37,2025-11-26 16:42:37,done
275,丁香,錢,3.75,2025-11-26 16:42:37,2025-11-26 16:42:37,done
341,桂皮,錢,3.75,2025-11-26 16:42:37,2025-11-26 16:42:37,done
342,三奈,錢,3.75,2025-11-26 16:42:37,2025-11-26 16:42:37,done
343,桂枝,錢,3.75,2025-11-26 16:42:37,2025-11-26 16:42:37,done
344,棉布袋,個,0.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
345,豬腳,支,700.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
346,蒜仁,粒,4.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
101,蒜末,粒,4.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
347,月桂葉片,片,0.3,2025-11-26 16:42:37,2025-11-26 16:42:37,done
348,九層塔葉絲,片,1.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
56,薑,段,50.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
349,蘋果,個,180.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
350,奇異果,個,75.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
351,百香果,個,40.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
24,檸檬,個,90.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
352,鳳梨,個,1200.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
353,土虱,尾,30.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
354,熟地,片,15.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
355,荷薺,個,300.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
356,白飯,碗,180.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
357,黑豆干,塊,30.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
358,餅乾壓模,數個,0.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
359,塑膠袋,張,0.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
360,熟飯,碗,180.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
361,洋蔥絲,顆,1.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
280,草果,粒,18.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
362,羅漢果,粒,40.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
331,苦瓜,條,280.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
363,炸豆包,塊,10.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
246,豆腐,塊,350.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
364,涼薯,個,200.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
365,山東饅頭,個,80.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
366,大白菜,個,1500.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
367,豆腐皮,張,15.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
368,蓮藕,節,300.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
369,麵腸,條,150.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
370,去骨雞腿,隻,200.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
86,紹興酒,cc,1.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
158,辣椒,枝,10.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
371,新鮮香菇,朵,20.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
372,竹笙,支,2.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
373,柿子,顆,200.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
351,百香果,3顆,40.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
374,花椰菜,6小朵,15.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
3,醬油,4大匙,15.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
34,糖,3大匙,15.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
375,萬用滷包,個,0.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
271,大蒜,瓣,5.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
311,香菇,數朵,15.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
376,豬肚,個,0.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
129,乾木耳,朵,2.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
328,四季豆,隻,7.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
316,素高湯,半碗,120.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
377,白粥,碗,250.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
120,紅辣椒,條,15.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
378,熱帶風情茶包,包,2.5,2025-11-26 16:42:37,2025-11-26 16:42:37,done
379,香蕉,根,120.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
380,小蕃茄,顆,15.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
381,芒果,個,300.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
382,香米白飯,碗,200.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
383,咖哩粉,1/2茶匙,1.5,2025-11-26 16:42:37,2025-11-26 16:42:37,done
384,基础面条,份,150.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
385,麻竹笋,支,200.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
386,粽叶,片,5.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
387,棉绳,条,8.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
388,果糖,稍许,1.5,2025-11-26 16:42:37,2025-11-26 16:42:37,done
389,蒜苗,支,15.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
390,嫩豆腐,块,120.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
391,罐头午餐肉,罐,340.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
392,热狗肠,根,50.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
393,韩式年糕,根,12.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
394,韓國辣泡麵,塊,100.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
395,全蛋,顆,50.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
396,原味麵包甜甜圈,數個,0.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
310,板豆腐,大塊,350.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
59,水,約1/2碗,100.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
124,低筋麵粉,1/3杯,40.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
397,紅糖,半杯,100.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
398,黑白芝麻,各2大匙,36.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
399,白苦瓜,條,250.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
400,米釀豆腐乳,塊,25.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
401,愛爾蘭咖啡組,組,0.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
402,打火機,個,20.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
89,蛋,粒,55.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
305,百頁豆腐,條,120.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
403,筍白筍,支,150.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
314,香菜,支,2.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
89,蛋,顆,55.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
404,豆腐乳,塊,20.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
405,食用紅色色素,包,5.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
390,嫩豆腐,盒,350.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
346,蒜仁,顆,4.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
406,豬肋排,根,150.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
407,青花菜,小朵,15.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
388,果糖,cc,1.6,2025-11-26 16:42:37,2025-11-26 16:42:37,done
408,葡萄柚汁,顆,180.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
351,百香果,顆,40.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
409,柳橙汁,1/2顆,42.5,2025-11-26 16:42:37,2025-11-26 16:42:37,done
410,罐頭鳳梨汁,cc,1.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
411,生豆皮,塊,35.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
349,蘋果,顆,180.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
251,秋葵,根,12.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
412,芹菜,根,50.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
24,檸檬,1/2顆,165.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
413,柳丁,顆,180.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
414,金桔,顆,15.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
415,白話梅,顆,40.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
416,香草海綿蛋糕,吋1片,90.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
417,長條甜不辣,條,120.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
418,青椒,個,150.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
350,奇異果,半顆,45.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
419,紅龍果,半個,200.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
381,芒果,片,50.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
420,葡萄,顆,4.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
421,西瓜,片,200.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
349,蘋果,片,20.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
78,老薑,塊,30.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
422,桂竹筍,支,120.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
423,老薑片,片,3.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
424,青花椰菜,個,400.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
240,南瓜,個,1000.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
122,蛋黃,顆,18.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
59,水,c.c,1.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
425,蔥段,枝,15.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
426,大月餅印模,個,0.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
427,豆沙,12兩,450.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
428,紅砂糖,公,0.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
388,果糖,中匙,10.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
429,臭豆腐,塊,80.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
301,檸檬汁,個,40.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
430,檸檬皮,個,5.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
431,海綿蛋糕體,片,70.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
432,火腿片,片,25.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
181,玉米粒,罐,340.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
433,罐頭鳳梨片,罐,400.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
434,青椒絲,顆,120.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
61,紅蘿蔔,片,10.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
435,猴頭菇,朵,100.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
253,杏鮑菇,朵,60.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
436,椰漿,罐(400cc),400.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
437,巴蘭葉汁,滴,0.05,2025-11-26 16:42:37,2025-11-26 16:42:37,done
438,皮蛋,顆,70.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
439,長方形平底鍋,個,0.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
440,豬里肌烤肉片,盒,350.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
165,紅棗,粒,7.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
441,素雞,條,200.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
442,薑末,塊,10.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
309,辣椒絲,根,1.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
253,杏鮑菇,根,75.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
1,洋蔥,粒,180.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
443,番茄,顆,130.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
444,冬粉,束,50.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
445,檸檬片,片,15.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
446,櫻桃,顆,7.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
331,苦瓜,顆,300.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
447,芭樂,顆,200.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
448,地瓜葉,片,0.5,2025-11-26 16:42:37,2025-11-26 16:42:37,done
26,冰塊,塊,18.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
449,腐皮,張,15.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
314,香菜,株,10.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
450,牛頭牌蛤蜊湯塊,塊,10.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
180,水煮蛋,顆,55.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
451,蘿美生菜,片,15.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
452,白土司,片,28.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
350,奇異果,1/4個,20.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
453,梅子,粒,15.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
454,泡發香菇,朵,15.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
455,海苔,張,3.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
287,白蘿蔔,個,400.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
456,發好的竹笙,片,8.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
165,紅棗,顆,7.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
457,白木耳,錢,3.75,2025-11-26 16:42:37,2025-11-26 16:42:37,done
458,黑木耳,朵,10.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
250,韭菜,支,1.5,2025-11-26 16:42:37,2025-11-26 16:42:37,done
459,皎白筍,條,150.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
460,大蕃茄,顆,200.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
246,豆腐,小塊,40.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
131,紅蔥頭,粒,180.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
457,白木耳,朵,15.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
368,蓮藕,條,300.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
317,蓮子,顆,0.8,2025-11-26 16:42:37,2025-11-26 16:42:37,done
461,蒸籠,個,0.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
117,大頭菜,個,200.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
374,花椰菜,半顆,400.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
63,西洋芹,支,3.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
374,花椰菜,個,800.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
61,紅蘿蔔,個,80.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
443,番茄,個,150.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
462,香葉,片,0.5,2025-11-26 16:42:37,2025-11-26 16:42:37,done
463,鯖魚,尾,180.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
464,牛蕃茄,顆,200.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
192,玉米,條,200.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
375,萬用滷包,包,0.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
465,蘆筍,根,15.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
466,去骨牛小排,片,150.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
467,清水,c.c,1.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
468,甜菊,朵,1.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
469,話梅,顆,8.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
178,小黃瓜,數條,0.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
458,黑木耳,片,2.0,2025-11-26 16:42:37,2025-11-26 16:42:37,done
