recept_id,recipe_source,recept_type,ingredients,quantity,ins_timestamp,upd_timestamp,unit_name,unit_number,Normalized_Weight_g
484242,icook,main ingredients,鹽,5小瓢,2025-11-26 21:10:25,2025-11-26 21:10:25,小瓢,5.0,5.0
484244,icook,main ingredients,虱目魚肚,1片,2025-11-26 21:10:25,2025-11-26 21:10:25,片,1.0,150.0
484244,icook,main ingredients,蛤蜊,10顆,2025-11-26 21:10:25,2025-11-26 21:10:25,顆,10.0,15.0
484244,icook,main ingredients,大蝦,2隻,2025-11-26 21:10:25,2025-11-26 21:10:25,隻,2.0,30.0
484244,icook,main ingredients,鮮香菇,4朵,2025-11-26 21:10:25,2025-11-26 21:10:25,朵,4.0,20.0
484244,icook,main ingredients,白飯,2碗,2025-11-26 21:10:25,2025-11-26 21:10:25,碗,2.0,200.0
484244,icook,main ingredients,洋蔥末,適量,2025-11-26 21:10:25,2025-11-26 21:10:25,適量,1.0,1.0
484244,icook,main ingredients,薑絲,適量,2025-11-26 21:10:25,2025-11-26 21:10:25,適量,1.0,1.0
484244,icook,main ingredients,紅蘿蔔絲,適量,2025-11-26 21:10:25,2025-11-26 21:10:25,適量,1.0,1.0
484244,icook,main ingredients,蔥段,適量,2025-11-26 21:10:25,2025-11-26 21:10:25,適量,1.0,1.0
484244,icook,main ingredients,蒜末,1茶匙,2025-11-26 21:10:25,2025-11-26 21:10:25,茶匙,1.0,5.0
484244,icook,main ingredients,紅蔥酥,1小匙,2025-11-26 21:10:25,2025-11-26 21:10:25,小匙,1.0,5.0
484244,icook,sauce,米酒,2小匙,2025-11-26 21:10:25,2025-11-26 21:10:25,小匙,2.0,5.0
484244,icook,sauce,鹽巴,適量,2025-11-26 21:10:25,2025-11-26 21:10:25,適量,1.0,1.0
484244,icook,sauce,柴魚粉,適量,2025-11-26 21:10:25,2025-11-26 21:10:25,適量,1.0,1.0
484244,icook,sauce,白胡椒粉,1茶匙,2025-11-26 21:10:25,2025-11-26 21:10:25,茶匙,1.0,5.0
484236,icook,main ingredients,鵪鶉蛋,24顆/180g,2025-11-26 21:10:25,2025-11-26 21:10:25,g,180.0,1.0
484236,icook,main ingredients,洋蔥,半顆,2025-11-26 21:10:25,2025-11-26 21:10:25,顆,0.5,180.0
484236,icook,main ingredients,青蔥,2支,2025-11-26 21:10:25,2025-11-26 21:10:25,支,2.0,15.0
484236,icook,main ingredients,紅辣椒,1支,2025-11-26 21:10:25,2025-11-26 21:10:25,支,1.0,10.0
484236,icook,main ingredients,蒜頭,1茶匙,2025-11-26 21:10:25,2025-11-26 21:10:25,茶匙,1.0,5.0
484236,icook,main ingredients,醬油,3大匙,2025-11-26 21:10:25,2025-11-26 21:10:25,大匙,3.0,15.0
484236,icook,main ingredients,味醂,2大匙,2025-11-26 21:10:25,2025-11-26 21:10:25,大匙,2.0,15.0
484236,icook,main ingredients,香油,2大匙,2025-11-26 21:10:25,2025-11-26 21:10:25,大匙,2.0,15.0
484236,icook,main ingredients,韓式粗辣椒粉,1大匙,2025-11-26 21:10:25,2025-11-26 21:10:25,大匙,1.0,15.0
484236,icook,main ingredients,熟白芝麻,1大匙,2025-11-26 21:10:25,2025-11-26 21:10:25,大匙,1.0,15.0
484236,icook,main ingredients,味精,一小撮,2025-11-26 21:10:25,2025-11-26 21:10:25,小撮,1.0,1.0
484236,icook,main ingredients,冷開水,200ml,2025-11-26 21:10:25,2025-11-26 21:10:25,cc,200.0,1.0
484246,icook,main ingredients,牛肉,200元,2025-11-26 21:10:25,2025-11-26 21:10:25,元,200.0,0.3
484246,icook,main ingredients,芥蘭菜,2把,2025-11-26 21:10:25,2025-11-26 21:10:25,把,2.0,30.0
484246,icook,main ingredients,蒜片,10片,2025-11-26 21:10:25,2025-11-26 21:10:25,片,10.0,2.0
484246,icook,main ingredients,醬油,1匙半,2025-11-26 21:10:25,2025-11-26 21:10:25,匙半,1.0,22.5
484246,icook,main ingredients,豆瓣醬,1匙,2025-11-26 21:10:25,2025-11-26 21:10:25,匙,1.0,15.0
484248,icook,main ingredients,豬排骨,1,2025-11-26 21:10:25,2025-11-26 21:10:25,份,1.0,150.0
484248,icook,main ingredients,玉米,2根,2025-11-26 21:10:25,2025-11-26 21:10:25,根,2.0,200.0
484248,icook,main ingredients,蔥,1根,2025-11-26 21:10:25,2025-11-26 21:10:25,根,1.0,15.0
484248,icook,main ingredients,薑,1,2025-11-26 21:10:25,2025-11-26 21:10:25,塊,1.0,10.0
484248,icook,main ingredients,米酒,1大匙,2025-11-26 21:10:25,2025-11-26 21:10:25,大匙,1.0,15.0
484228,icook,sauce,豬絞肉,200公克,2025-11-26 21:10:25,2025-11-26 21:10:25,g,200.0,1.0
484228,icook,sauce,嫩豆腐切塊,1盒,2025-11-26 21:10:25,2025-11-26 21:10:25,盒,1.0,300.0
484229,icook,sauce,蛤蜊,600公克,2025-11-26 21:10:25,2025-11-26 21:10:25,g,600.0,1.0
484251,icook,main ingredients,(可可司康)無糖可可粉,10g,2025-11-26 21:10:25,2025-11-26 21:10:25,g,10.0,1.0
484251,icook,main ingredients,(抹茶司康)無糖抹茶粉,6g,2025-11-26 21:10:25,2025-11-26 21:10:25,g,6.0,1.0
484251,icook,sauce,低筋麵粉,100g,2025-11-26 21:10:25,2025-11-26 21:10:25,g,100.0,1.0
484251,icook,sauce,無糖豆漿粉,20g,2025-11-26 21:10:25,2025-11-26 21:10:25,g,20.0,1.0
484251,icook,sauce,泡打粉,4g,2025-11-26 21:10:25,2025-11-26 21:10:25,g,4.0,1.0
484251,icook,sauce,糖,20g,2025-11-26 21:10:25,2025-11-26 21:10:25,g,20.0,1.0
484251,icook,sauce,無鹽奶油,30g,2025-11-26 21:10:25,2025-11-26 21:10:25,g,30.0,1.0
484251,icook,sauce,鹽,1g,2025-11-26 21:10:25,2025-11-26 21:10:25,g,1.0,1.0
484251,icook,sauce,全蛋,15g,2025-11-26 21:10:25,2025-11-26 21:10:25,g,15.0,1.0
484251,icook,sauce,動物鮮奶油,55g,2025-11-26 21:10:25,2025-11-26 21:10:25,g,55.0,1.0
484253,icook,main ingredients,蛋,3顆,2025-11-26 21:10:25,2025-11-26 21:10:25,顆,3.0,55.0
484253,icook,main ingredients,冷凍吐司,8片,2025-11-26 21:10:25,2025-11-26 21:10:25,片,8.0,30.0
484253,icook,main ingredients,培根,3片,2025-11-26 21:10:25,2025-11-26 21:10:25,片,3.0,20.0
484253,icook,main ingredients,胡椒鹽,少許,2025-11-26 21:10:25,2025-11-26 21:10:25,少許,1.0,0.5
