ori_ingredient_id,ori_ingredient_name,unit_name,weight_grams,ins_time,upd_time,u2g_status
3,醬油,∼2大匙,15.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,∼3大匙,63.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,∼3滴,0.2,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,∼4大匙,45.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,∼6大匙,75.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,∼6湯匙,450.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,∼6滴,1.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,㏄,190.46,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,一匙,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,中匙,10.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,二大匙,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,克,400.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,兩,50.625,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,公克,106.86111111111111,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,匙,12.25,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,半杯,55.2,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,又 1/2大匙,15.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,又1/2大匙,45.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,又1/2小匙,11.25,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,又1/2杯,540.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,又1/2茶匙,3.75,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,又1/3大匙,5.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,又1/5大匙,3.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,又1/5小匙,1.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,又2/3大匙,15.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,大,45.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,大匙,53.0514705882353,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,大匙。,16.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,大匙半,21.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,大匙肌肉片,15.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,大湯匙,15.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,小匙,6.927083333333334,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,小匙鹽,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,小杯,75.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,少許,0.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,數滴,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,杯,315.27777777777777,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,湯匙,18.333333333333332,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,滴,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,瓶,87.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,碗,182.85714285714286,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,約1大匙,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,紹許,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,茶匙,6.3690476190476195,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,適量,1.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,酌量,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,鍋,150.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,ＣＣ,77.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
3,醬油,ｇ,250.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
4,麵線,g,80.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
4,麵線,兩,150.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
4,麵線,公克,181.11111111111111,2025-12-01 04:52:11,2025-12-01 04:52:11,done
4,麵線,小把,60.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
4,麵線,把,30.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
4,麵線,斤,300.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
4,麵線,束,60.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
4,麵線,適量,1.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
5,豬高湯,cc,3500.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
5,豬高湯,㏄,1156.25,2025-12-01 04:52:11,2025-12-01 04:52:11,done
5,豬高湯,杯,720.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
5,豬高湯,適量,1.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
7,柴魚片,g,14.25,2025-12-01 04:52:11,2025-12-01 04:52:11,done
7,柴魚片,克,27.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
7,柴魚片,兩,150.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
7,柴魚片,公克,20.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
7,柴魚片,包,30.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
7,柴魚片,包(小),3.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
7,柴魚片,匙,30.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
7,柴魚片,大匙,22.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
7,柴魚片,小匙,3.75,2025-12-01 04:52:11,2025-12-01 04:52:11,done
7,柴魚片,少許,0.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
7,柴魚片,把,30.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
7,柴魚片,杯,122.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
7,柴魚片,碗,7.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
7,柴魚片,適量,1.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
8,蒜酥,g,7.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
8,蒜酥,克,15.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
8,蒜酥,公克,33.666666666666664,2025-12-01 04:52:11,2025-12-01 04:52:11,done
8,蒜酥,大匙,35.625,2025-12-01 04:52:11,2025-12-01 04:52:11,done
8,蒜酥,小匙,3.0555555555555554,2025-12-01 04:52:11,2025-12-01 04:52:11,done
8,蒜酥,少許,0.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
8,蒜酥,茶匙,3.75,2025-12-01 04:52:11,2025-12-01 04:52:11,done
8,蒜酥,適量,1.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
10,胡椒粉,g,4.166666666666667,2025-12-01 04:52:11,2025-12-01 04:52:11,done
10,胡椒粉,t,5.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
10,胡椒粉,公克,7.777777777777778,2025-12-01 04:52:11,2025-12-01 04:52:11,done
10,胡椒粉,匙,7.8125,2025-12-01 04:52:11,2025-12-01 04:52:11,done
10,胡椒粉,又1/2小匙,1.25,2025-12-01 04:52:11,2025-12-01 04:52:11,done
10,胡椒粉,各酌量,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
10,胡椒粉,大匙,12.25,2025-12-01 04:52:11,2025-12-01 04:52:11,done
10,胡椒粉,小包,3.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
10,胡椒粉,小匙,2.859375,2025-12-01 04:52:11,2025-12-01 04:52:11,done
10,胡椒粉,少許,0.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
10,胡椒粉,少量,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
10,胡椒粉,茶,2.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
10,胡椒粉,茶匙,3.125,2025-12-01 04:52:11,2025-12-01 04:52:11,done
10,胡椒粉,適量,1.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
10,胡椒粉,酌量,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
10,胡椒粉,隨意,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
11,烏醋,cc,39.166666666666664,2025-12-01 04:52:11,2025-12-01 04:52:11,done
11,烏醋,g,75.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
11,烏醋,ml,100.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
11,烏醋,∼3大匙,30.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
11,烏醋,㏄,62.857142857142854,2025-12-01 04:52:11,2025-12-01 04:52:11,done
11,烏醋,兩,75.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
11,烏醋,公克,37.9,2025-12-01 04:52:11,2025-12-01 04:52:11,done
11,烏醋,匙,11.25,2025-12-01 04:52:11,2025-12-01 04:52:11,done
11,烏醋,又1/2大匙,22.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
11,烏醋,又1/2小匙,5.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
11,烏醋,大1匙,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
11,烏醋,大匙,38.888888888888886,2025-12-01 04:52:11,2025-12-01 04:52:11,done
11,烏醋,小匙,5.25,2025-12-01 04:52:11,2025-12-01 04:52:11,done
11,烏醋,少許,0.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
11,烏醋,杯,60.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
11,烏醋,茶匙,5.833333333333333,2025-12-01 04:52:11,2025-12-01 04:52:11,done
11,烏醋,適量,1.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,+1/2小匙,2.75,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,g,32.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,t,5.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,克,23.75,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,兩,127.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,公克,79.98648648648648,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,匙,8.75,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,半杯,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,半碗,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,又1/2匙,3.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,又1/2大,4.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,又1/2大匙,22.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,又1/2小匙,3.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,又1/2杯,720.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,又1/2茶匙,1.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,大,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,大匙,30.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,大湯匙,15.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,小匙,10.677083333333334,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,少許,0.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,杯,168.75,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,水1/2杯,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,湯匙,9.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,碗,111.25,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,約1碗,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,約2大匙,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,約3大匙,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,茶匙,7.760416666666667,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,適量,1.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
12,太白粉,酌量,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
15,絞肉,g,148.57142857142858,2025-12-01 04:52:11,2025-12-01 04:52:11,done
15,絞肉,∼3兩,75.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
15,絞肉,∼6兩,1125.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
15,絞肉,∼8兩,2400.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
15,絞肉,一斤,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
15,絞肉,克,221.66666666666666,2025-12-01 04:52:11,2025-12-01 04:52:11,done
15,絞肉,兩,225.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
15,絞肉,公克,305.4230769230769,2025-12-01 04:52:11,2025-12-01 04:52:11,done
15,絞肉,公公克,60.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
15,絞肉,半斤,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
15,絞肉,大匙,30.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
15,絞肉,少許,0.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
15,絞肉,斤,700.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
15,絞肉,杯,145.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
15,絞肉,碗,75.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
15,絞肉,適量,1.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
16,蒜泥,-3小匙,10.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
16,蒜泥,g,20.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
16,蒜泥,中匙,12.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
16,蒜泥,克,37.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
16,蒜泥,公克,78.77777777777777,2025-12-01 04:52:11,2025-12-01 04:52:11,done
16,蒜泥,匙,15.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
16,蒜泥,又1/2大匙,33.75,2025-12-01 04:52:11,2025-12-01 04:52:11,done
16,蒜泥,又1/2小匙,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
16,蒜泥,大匙,26.785714285714285,2025-12-01 04:52:11,2025-12-01 04:52:11,done
16,蒜泥,小匙,6.75,2025-12-01 04:52:11,2025-12-01 04:52:11,done
16,蒜泥,少許,0.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
16,蒜泥,杯,240.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
16,蒜泥,粒,20.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
16,蒜泥,茶匙,4.6875,2025-12-01 04:52:11,2025-12-01 04:52:11,done
16,蒜泥,適量,1.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
16,蒜泥,酌量,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
16,蒜泥,顆,106.66666666666667,2025-12-01 04:52:11,2025-12-01 04:52:11,done
17,薑泥,g,50.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
17,薑泥,公克,35.3,2025-12-01 04:52:11,2025-12-01 04:52:11,done
17,薑泥,匙,7.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
17,薑泥,又1/2小匙,2.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
17,薑泥,大匙,31.875,2025-12-01 04:52:11,2025-12-01 04:52:11,done
17,薑泥,小匙,4.083333333333333,2025-12-01 04:52:11,2025-12-01 04:52:11,done
17,薑泥,小塊,5.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
17,薑泥,少許,0.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
17,薑泥,茶匙,2.9166666666666665,2025-12-01 04:52:11,2025-12-01 04:52:11,done
17,薑泥,適量,1.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
18,蔥花,g,67.1,2025-12-01 04:52:11,2025-12-01 04:52:11,done
18,蔥花,克,16.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
18,蔥花,兩,43.75,2025-12-01 04:52:11,2025-12-01 04:52:11,done
18,蔥花,公克,91.42857142857143,2025-12-01 04:52:11,2025-12-01 04:52:11,done
18,蔥花,公公克,10.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
18,蔥花,匙,16.875,2025-12-01 04:52:11,2025-12-01 04:52:11,done
18,蔥花,又1/2大匙,22.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
18,蔥花,又1/2茶匙盤即可。,2.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
18,蔥花,大匙,32.109375,2025-12-01 04:52:11,2025-12-01 04:52:11,done
18,蔥花,大支,400.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
18,蔥花,小匙,4.6875,2025-12-01 04:52:11,2025-12-01 04:52:11,done
18,蔥花,少許,0.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
18,蔥花,支,60.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
18,蔥花,杯,150.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
18,蔥花,枝,15.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
18,蔥花,根,17.125,2025-12-01 04:52:11,2025-12-01 04:52:11,done
18,蔥花,碗,60.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
18,蔥花,茶匙,3.75,2025-12-01 04:52:11,2025-12-01 04:52:11,done
18,蔥花,適量,1.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
18,蔥花,隨意,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
19,芋頭,g,175.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
19,芋頭,個,104.16666666666666,2025-12-01 04:52:11,2025-12-01 04:52:11,done
19,芋頭,個(約1斤),600.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
19,芋頭,個(約600公克),600.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
19,芋頭,個(約半斤),300.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
19,芋頭,克,193.33333333333334,2025-12-01 04:52:11,2025-12-01 04:52:11,done
19,芋頭,兩,168.75,2025-12-01 04:52:11,2025-12-01 04:52:11,done
19,芋頭,公克,228.2,2025-12-01 04:52:11,2025-12-01 04:52:11,done
19,芋頭,又1/2斤,500.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
19,芋頭,塊,300.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
19,芋頭,斤,600.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
19,芋頭,條,20.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
19,芋頭,片,105.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
19,芋頭,粒,100.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
19,芋頭,適量,1.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
19,芋頭,顆,362.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
20,白砂糖,G,200.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
20,白砂糖,g,115.54545454545455,2025-12-01 04:52:11,2025-12-01 04:52:11,done
20,白砂糖,㏄,80.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
20,白砂糖,克,60.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
20,白砂糖,兩,225.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
20,白砂糖,公克,190.59375,2025-12-01 04:52:11,2025-12-01 04:52:11,done
20,白砂糖,又1/2大匙,22.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
20,白砂糖,大匙,50.625,2025-12-01 04:52:11,2025-12-01 04:52:11,done
20,白砂糖,小匙,8.75,2025-12-01 04:52:11,2025-12-01 04:52:11,done
20,白砂糖,少許,0.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
20,白砂糖,杯,125.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
20,白砂糖,碗,106.25,2025-12-01 04:52:11,2025-12-01 04:52:11,done
20,白砂糖,茶匙,10.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
20,白砂糖,適量,1.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
21,牛奶,CC,261.25,2025-12-01 04:52:11,2025-12-01 04:52:11,done
21,牛奶,c.c,204.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
21,牛奶,c.c.,199.13333333333333,2025-12-01 04:52:11,2025-12-01 04:52:11,done
21,牛奶,cc,265.9259259259259,2025-12-01 04:52:11,2025-12-01 04:52:11,done
21,牛奶,g,188.33823529411765,2025-12-01 04:52:11,2025-12-01 04:52:11,done
21,牛奶,ml,95.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
21,牛奶,oz,18.9,2025-12-01 04:52:11,2025-12-01 04:52:11,done
21,牛奶,㏄,255.975,2025-12-01 04:52:11,2025-12-01 04:52:11,done
21,牛奶,公克,230.3932584269663,2025-12-01 04:52:11,2025-12-01 04:52:11,done
21,牛奶,公升,1500.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
21,牛奶,匙,3.75,2025-12-01 04:52:11,2025-12-01 04:52:11,done
21,牛奶,又1/4杯,60.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
21,牛奶,大匙,31.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
21,牛奶,小匙,5.833333333333333,2025-12-01 04:52:11,2025-12-01 04:52:11,done
21,牛奶,少許,0.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
21,牛奶,杯,241.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
21,牛奶,盒,240.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
21,牛奶,適量,1.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
21,牛奶,量杯,720.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
22,奇福餅乾,g,154.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
22,奇福餅乾,公克,115.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
22,奇福餅乾,片,24.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
24,檸檬,cc,40.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
24,檸檬,g,400.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
24,檸檬,∼1/4顆,60.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
24,檸檬,∼2個,200.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
24,檸檬,一粒,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
24,檸檬,個,140.83333333333334,2025-12-01 04:52:11,2025-12-01 04:52:11,done
24,檸檬,個(搾汁),55.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
24,檸檬,個(擠汁),30.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
24,檸檬,公克,111.66666666666667,2025-12-01 04:52:11,2025-12-01 04:52:11,done
24,檸檬,半個,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
24,檸檬,半顆,0.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
24,檸檬,又1/2個,60.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
24,檸檬,又1/2顆,165.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
24,檸檬,塊,15.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
24,檸檬,大匙,37.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
24,檸檬,小匙,5.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
24,檸檬,小顆,100.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
24,檸檬,少許,0.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
24,檸檬,片,7.583333333333333,2025-12-01 04:52:11,2025-12-01 04:52:11,done
24,檸檬,瓣,22.5,2025-12-01 04:52:11,2025-12-01 04:52:11,done
24,檸檬,粒,70.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
24,檸檬,茶匙,3.75,2025-12-01 04:52:11,2025-12-01 04:52:11,done
24,檸檬,適量,1.0,2025-12-01 04:52:11,2025-12-01 04:52:11,done
